,I,Q
0,30.593422969819315,-40.899938765768205
1,30.60983966354809,-40.898778128489106
2,30.616638671360455,-40.90158853246626
3,30.616638671360455,-40.90158853246626
4,30.619457349464497,-40.894807087232856
5,30.622276027568535,-40.88802564199944
6,30.61547701975617,-40.88521523802228
7,30.61547701975617,-40.88521523802228
8,30.62907503538091,-40.8908360459766
9,30.619457349464497,-40.894807087232856
10,30.60304065573572,-40.89596772451195
11,30.605859333839764,-40.88918627927854
12,30.619457349464497,-40.894807087232856
13,30.616638671360455,-40.90158853246626
14,30.61265834165213,-40.8919966832557
15,30.627913383776622,-40.87446275153262
16,30.631893713484956,-40.884054600743184
17,30.622276027568535,-40.88802564199944
18,30.618295697860216,-40.87843379278887
19,30.618295697860216,-40.87843379278887
20,30.622276027568535,-40.88802564199944
21,30.619457349464497,-40.894807087232856
22,30.622276027568535,-40.88802564199944
23,30.623933054068296,-40.864870902322046
24,30.61597239465165,-40.845687203900894
25,30.603536030631194,-40.85643969039056
26,30.59507999631907,-40.8767840260908
27,30.58944264011099,-40.890346916557625
28,30.58944264011099,-40.890346916557625
29,30.60304065573572,-40.89596772451195
30,30.62907503538091,-40.8908360459766
31,30.631893713484956,-40.884054600743184
32,30.622276027568535,-40.88802564199944
33,30.61547701975617,-40.88521523802228
34,30.605859333839764,-40.88918627927854
35,30.605859333839764,-40.88918627927854
36,30.60983966354809,-40.898778128489106
37,30.619457349464497,-40.894807087232856
38,30.62509470567258,-40.881244196766026
39,30.623933054068296,-40.864870902322046
40,30.60751636033952,-40.86603153960113
41,30.600717352527155,-40.863221135623974
42,30.597898674423114,-40.87000258085738
43,30.61265834165213,-40.8919966832557
44,30.623437679172827,-40.90439893644343
45,30.62907503538091,-40.8908360459766
46,30.618295697860216,-40.87843379278887
47,30.605859333839764,-40.88918627927854
48,30.60983966354809,-40.898778128489106
49,30.61547701975617,-40.88521523802228
50,30.622276027568535,-40.88802564199944
51,30.619457349464497,-40.894807087232856
52,30.60983966354809,-40.898778128489106
53,30.60702098544405,-40.90555957372252
54,30.61265834165213,-40.8919966832557
55,30.611496690047847,-40.875623388811704
56,30.611496690047847,-40.875623388811704
57,30.6086780119438,-40.88240483404512
58,30.59507999631907,-40.8767840260908
59,30.59507999631907,-40.8767840260908
60,30.621114375964257,-40.871652347555454
61,30.637531069693036,-40.87049171027636
62,30.621114375964257,-40.871652347555454
63,30.59507999631907,-40.8767840260908
64,30.58546231040266,-40.88075506734705
65,30.60469768223548,-40.872812984834546
66,30.61033503844356,-40.85925009436773
67,30.61431536815189,-40.86884194357829
68,30.61431536815189,-40.86884194357829
69,30.627913383776622,-40.87446275153262
70,30.631893713484956,-40.884054600743184
71,30.622276027568535,-40.88802564199944
72,30.61547701975617,-40.88521523802228
73,30.62509470567258,-40.881244196766026
74,30.622276027568535,-40.88802564199944
75,30.61547701975617,-40.88521523802228
76,30.62675173217234,-40.858089457088624
77,30.637531069693036,-40.87049171027636
78,30.62509470567258,-40.881244196766026
79,30.61265834165213,-40.8919966832557
80,30.601879004131437,-40.87959443006796
81,30.588280988506703,-40.87397362211364
82,30.58546231040266,-40.88075506734705
83,30.596241647923357,-40.89315732053479
84,30.6086780119438,-40.88240483404512
85,30.622276027568535,-40.88802564199944
86,30.619457349464497,-40.894807087232856
87,30.61265834165213,-40.8919966832557
88,30.599060326027395,-40.886375875301376
89,30.601879004131437,-40.87959443006796
90,30.611496690047847,-40.875623388811704
91,30.61431536815189,-40.86884194357829
92,30.611496690047847,-40.875623388811704
93,30.605859333839764,-40.88918627927854
94,30.60983966354809,-40.898778128489106
95,30.62625635727687,-40.89761749121002
96,30.616638671360455,-40.90158853246626
97,30.616638671360455,-40.90158853246626
98,30.62907503538091,-40.8908360459766
99,30.62509470567258,-40.881244196766026
100,30.61547701975617,-40.88521523802228
101,30.619457349464497,-40.894807087232856
102,30.630236686985196,-40.90720934042059
103,30.623437679172827,-40.90439893644343
104,30.62907503538091,-40.8908360459766
105,30.62907503538091,-40.8908360459766
106,30.619457349464497,-40.894807087232856
107,30.60983966354809,-40.898778128489106
108,30.600221977631684,-40.90274916974536
109,30.60702098544405,-40.90555957372252
110,30.616638671360455,-40.90158853246626
111,30.61265834165213,-40.8919966832557
112,30.59507999631907,-40.8767840260908
113,30.581481980694335,-40.87116321813648
114,30.58546231040266,-40.88075506734705
115,30.58944264011099,-40.890346916557625
116,30.587785613611228,-40.91350165623503
117,30.60138362923596,-40.91912246418934
118,30.616638671360455,-40.90158853246626
119,30.605859333839764,-40.88918627927854
120,30.596241647923357,-40.89315732053479
121,30.60983966354809,-40.898778128489106
122,30.616638671360455,-40.90158853246626
123,30.622276027568535,-40.88802564199944
124,30.61431536815189,-40.86884194357829
125,30.60469768223548,-40.872812984834546
126,30.601879004131437,-40.87959443006796
127,30.59226131821503,-40.88356547132422
128,30.596241647923357,-40.89315732053479
129,30.605859333839764,-40.88918627927854
130,30.59226131821503,-40.88356547132422
131,30.57302594638221,-40.89150755383672
132,30.580986605798863,-40.91069125225787
133,30.60983966354809,-40.898778128489106
134,30.622276027568535,-40.88802564199944
135,30.61265834165213,-40.8919966832557
136,30.60304065573572,-40.89596772451195
137,30.596241647923357,-40.89315732053479
138,30.593422969819315,-40.899938765768205
139,30.583805283902908,-40.903909807024455
140,30.58546231040266,-40.88075506734705
141,30.611496690047847,-40.875623388811704
142,30.63869272129732,-40.88686500472035
143,30.630236686985196,-40.90720934042059
144,30.617800322964747,-40.917961826910265
145,30.593422969819315,-40.899938765768205
146,30.59226131821503,-40.88356547132422
147,30.597898674423114,-40.87000258085738
148,30.597898674423114,-40.87000258085738
149,30.60469768223548,-40.872812984834546
150,30.611496690047847,-40.875623388811704
151,30.618295697860216,-40.87843379278887
152,30.611496690047847,-40.875623388811704
153,30.60469768223548,-40.872812984834546
154,30.61547701975617,-40.88521523802228
155,30.62907503538091,-40.8908360459766
156,30.623437679172827,-40.90439893644343
157,30.60983966354809,-40.898778128489106
158,30.601879004131437,-40.87959443006796
159,30.611496690047847,-40.875623388811704
160,30.6086780119438,-40.88240483404512
161,30.599060326027395,-40.886375875301376
162,30.61265834165213,-40.8919966832557
163,30.61265834165213,-40.8919966832557
164,30.599060326027395,-40.886375875301376
165,30.605859333839764,-40.88918627927854
166,30.62907503538091,-40.8908360459766
167,30.63869272129732,-40.88686500472035
168,30.62509470567258,-40.881244196766026
